repository_full_name,language_group,target_language_share,default_branch_commit_count_in_window,closed_issue_count_in_window,quality_screen_pass,language_threshold_pass,commit_threshold_pass,closed_issue_threshold_pass,pre_sampling_eligible,pre_sampling_exclusion_reasons,manual_review_flag,manual_review_cues,manual_review_fields,id,node_id,name,full_name,html_url,description,language,stargazers_count,watchers_count,forks_count,open_issues_count,archived,fork,has_issues,private,created_at,updated_at,pushed_at,default_branch,owner_login,owner_type,license_spdx_id,source_file,source_record_index,quality_screen_status,quality_screen_intended_use,quality_screen_score,quality_screen_threshold,quality_screen_failure_reasons,quality_check_not_manual_review_flagged,quality_check_recent_maintenance,quality_check_issue_usage,quality_check_engineering_workflow,quality_recent_push_cutoff_date,quality_open_issues_threshold,quality_signal_has_tests,quality_signal_has_ci,quality_signal_has_community_health_files,quality_signal_matched_test_paths,quality_signal_matched_ci_paths,quality_signal_matched_community_health_paths,quality_tree_truncated,quality_tree_path_count,quality_signal_snapshot_file,quality_screen_error_type,quality_screen_error_message,quality_screen_error_status_code,quality_screen_error_retryable,quality_screen_error_attempts,enrichment_input_file,enrichment_input_record_index,target_language,language_stats,target_language_bytes,total_language_bytes,language_threshold,closed_issue_count_available,enrichment_status,enrichment_failure_reason,pre_sampling_screen_input_file,pre_sampling_screen_input_record_index
simstudioai/sim,TypeScript,0.7082264606567207,3056,273,True,True,True,True,True,,False,,,912559512,R_kgDONmSNmA,sim,simstudioai/sim,https://github.com/simstudioai/sim,"Build, deploy, and orchestrate AI agents. Sim is the central intelligence layer for your AI workforce.",TypeScript,27896,27896,3531,199,False,False,True,False,2025-01-05T22:47:49Z,2026-04-28T18:07:58Z,2026-04-28T18:24:00Z,main,simstudioai,Organization,Apache-2.0,data\raw\candidate_repos\typescript_candidates_raw.json,197,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,apps/realtime/src/handlers/workflow.test.ts;apps/realtime/src/index.test.ts;apps/realtime/src/middleware/permissions.test.ts;apps/realtime/src/tests;apps/realtime/src/tests/socket-server.test.ts;apps/sim/app/(landing)/models/utils.test.ts;apps/sim/app/(landing)/seo.test.ts;apps/sim/app/api/auth/[...all]/route.test.ts;apps/sim/app/api/auth/forget-password/route.test.ts;apps/sim/app/api/auth/oauth/connections/route.test.ts,.github/workflows/ci.yml;.github/workflows/docs-embeddings.yml;.github/workflows/i18n.yml;.github/workflows/images.yml;.github/workflows/migrations.yml;.github/workflows/publish-cli.yml;.github/workflows/publish-python-sdk.yml;.github/workflows/publish-ts-sdk.yml;.github/workflows/test-build.yml,.github/CODE_OF_CONDUCT.md;.github/CONTRIBUTING.md;.github/ISSUE_TEMPLATE/bug_report.md;.github/ISSUE_TEMPLATE/feature_request.md;.github/PULL_REQUEST_TEMPLATE.md;.github/SECURITY.md,False,11425,data\raw\repo_metadata\simstudioai_sim_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\typescript_candidates_filtered.csv,194,TypeScript,"{""CSS"":92008,""Dockerfile"":11561,""Go Template"":16858,""HTML"":35607,""JavaScript"":1541436,""MDX"":14894519,""PLpgSQL"":20804,""Python"":54070,""Shell"":9182,""TypeScript"":40478024}",40478024,57154069,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,562
Budibase/budibase,TypeScript,0.624004954366999,21636,1587,True,False,True,True,False,language_threshold_failed,False,,,190729906,MDEwOlJlcG9zaXRvcnkxOTA3Mjk5MDY=,budibase,Budibase/budibase,https://github.com/Budibase/budibase,"AI agents, automations and apps that run your operations. Model agnostic.",TypeScript,27879,27879,2138,264,False,False,True,False,2019-06-07T11:03:41Z,2026-04-28T13:33:24Z,2026-04-28T17:33:55Z,master,Budibase,Organization,NOASSERTION,data\raw\candidate_repos\typescript_candidates_raw.json,198,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,charts/budibase/templates/tests;charts/budibase/templates/tests/test-connection.yaml;charts/budibase/tests;charts/budibase/tests/app_service_deployment_test.yaml;charts/budibase/tests/automation_worker_deployment_test.yaml;charts/budibase/tests/pdb_test.yaml;charts/budibase/tests/proxy_service_deployment_test.yaml;charts/budibase/tests/redis_service_deployment_test.yaml;charts/budibase/tests/secrets_test.yaml;charts/budibase/tests/worker_service_deployment_test.yaml,.github/workflows/README.md;.github/workflows/autoupdate-automerge.yml;.github/workflows/budibase_ci.yml;.github/workflows/build-experimental.yml;.github/workflows/cla.yml;.github/workflows/close-featurebranch.yml;.github/workflows/deploy-featurebranch.yml;.github/workflows/deploy-qa.yml;.github/workflows/force-release.yml;.github/workflows/helm-validate.yml,.github/CODE_OF_CONDUCT.md;.github/CONTRIBUTING.md;.github/ISSUE_TEMPLATE/bug_report.md;.github/ISSUE_TEMPLATE/config.yml;.github/ISSUE_TEMPLATE/documentation_issue.md;.github/ISSUE_TEMPLATE/feature_request.md;.github/ISSUE_TEMPLATE/prd---pitch.md;.github/ISSUE_TEMPLATE/project.md;SECURITY.md;docs/CODE_OF_CONDUCT.md,False,5134,data\raw\repo_metadata\budibase_budibase_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\typescript_candidates_filtered.csv,195,TypeScript,"{""CSS"":89233,""Dockerfile"":19372,""Go Template"":2199,""HTML"":6835,""Handlebars"":22211,""JavaScript"":519689,""Mustache"":4668,""Shell"":76762,""Svelte"":4544439,""TSQL"":1595,""TypeScript"":8779253,""mdsvex"":2948}",8779253,14069204,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,563
labring/FastGPT,TypeScript,0.8519161383738605,1602,2208,True,True,True,True,True,,False,,,605673387,R_kgDOJBnXqw,FastGPT,labring/FastGPT,https://github.com/labring/FastGPT,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letting you easily develop and deploy complex question-answering systems without the need for extensive setup or configuration.",TypeScript,27864,27864,7063,173,False,False,True,False,2023-02-23T16:53:25Z,2026-04-28T14:55:36Z,2026-04-28T14:44:51Z,main,labring,Organization,NOASSERTION,data\raw\candidate_repos\typescript_candidates_raw.json,199,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,deploy/helm/fastgpt/templates/tests;deploy/helm/fastgpt/templates/tests/test-connection.yaml;packages/global/test;packages/global/test/common;packages/global/test/common/error;packages/global/test/common/error/s3.test.ts;packages/global/test/common/error/utils.test.ts;packages/global/test/common/file;packages/global/test/common/file/icon.test.ts;packages/global/test/common/file/tool.test.ts,.github/workflows/auto-close-issue.yml;.github/workflows/build-admin.yml;.github/workflows/build-agent-sandbox.yml;.github/workflows/build-code-sandbox.yml;.github/workflows/build-docs.yml;.github/workflows/build-fastgpt.yml;.github/workflows/build-marketplace.yml;.github/workflows/build-mcp-server.yml;.github/workflows/build-sso-service-image.yml;.github/workflows/helm-release.yaml,.claude/skills/system-pr_review/backend-quality/security.md;.claude/skills/system-pr_review/frontend-quality/security.md;.codex/skills/system/pr-review/backend-quality/security.md;.codex/skills/system/pr-review/frontend-quality/security.md;.github/ISSUE_TEMPLATE/bugs.md;.github/ISSUE_TEMPLATE/config.yml;.github/ISSUE_TEMPLATE/features.md;SECURITY.md,False,6179,data\raw\repo_metadata\labring_fastgpt_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\typescript_candidates_filtered.csv,196,TypeScript,"{""CSS"":2676,""Dockerfile"":14846,""Go Template"":4222,""HTML"":12242,""JavaScript"":107819,""MDX"":1712356,""Makefile"":4792,""Python"":48122,""SCSS"":14403,""Shell"":50828,""TypeScript"":11346539}",11346539,13318845,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,564
linshenkx/prompt-optimizer,TypeScript,0.7101333170712135,543,139,True,True,True,True,True,,False,,,931352845,R_kgDON4NRDQ,prompt-optimizer,linshenkx/prompt-optimizer,https://github.com/linshenkx/prompt-optimizer,An AI prompt optimizer for writing better prompts and getting better AI results.,TypeScript,27380,27380,3233,27,False,False,True,False,2025-02-12T06:06:49Z,2026-04-28T18:10:20Z,2026-04-27T14:27:44Z,develop,linshenkx,User,NOASSERTION,data\raw\candidate_repos\typescript_candidates_raw.json,200,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,docs/superpowers/specs;docs/superpowers/specs/2026-03-31-reference-image-dialog-redesign-design.md;packages/core/tests;packages/core/tests/fixtures;packages/core/tests/fixtures/README.md;packages/core/tests/fixtures/evaluation-rendered;packages/core/tests/fixtures/evaluation-rendered/basic-user-compare.md;packages/core/tests/fixtures/evaluation-rendered/basic-user-prompt-only.md;packages/core/tests/fixtures/evaluation-rendered/basic-user-result.md;packages/core/tests/fixtures/evaluation-rendered/pro-multi-compare.md,.github/workflows/docker.yml;.github/workflows/release.yml;.github/workflows/test.yml,mkdocs/docs/en/help/support.md;mkdocs/docs/zh/help/support.md,False,2057,data\raw\repo_metadata\linshenkx_prompt_optimizer_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\typescript_candidates_filtered.csv,197,TypeScript,"{""Batchfile"":1291,""CSS"":106203,""Dockerfile"":1995,""HTML"":7297,""JavaScript"":432341,""PowerShell"":1163,""Shell"":6358,""TypeScript"":5787458,""Vue"":1805713}",5787458,8149819,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,565
element-plus/element-plus,TypeScript,0.5796912124780053,1970,2617,True,False,True,True,False,language_threshold_failed,False,,,281319253,MDEwOlJlcG9zaXRvcnkyODEzMTkyNTM=,element-plus,element-plus/element-plus,https://github.com/element-plus/element-plus,🎉 A Vue.js 3 UI Library made by Element team,TypeScript,27369,27369,19895,1243,False,False,True,False,2020-07-21T06:51:19Z,2026-04-28T13:13:53Z,2026-04-28T13:19:41Z,dev,element-plus,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,201,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,packages/components/affix/__tests__;packages/components/affix/__tests__/affix.test.tsx;packages/components/alert/__tests__;packages/components/alert/__tests__/alert.test.tsx;packages/components/anchor/__tests__;packages/components/anchor/__tests__/__snapshots__;packages/components/anchor/__tests__/__snapshots__/anchor.test.tsx.snap;packages/components/anchor/__tests__/anchor.test.tsx;packages/components/autocomplete/__tests__;packages/components/autocomplete/__tests__/autocomplete.test.tsx,.github/workflows/issue-duplicate.yml;.github/workflows/issue-inactive.yml;.github/workflows/issue-labeled.yml;.github/workflows/issue-open-check.yml;.github/workflows/issue-remove-inactive.yml;.github/workflows/lint-commit-message-post.yml;.github/workflows/lint-commit-message.yml;.github/workflows/lint-typecheck.yml;.github/workflows/pr-comment.yml;.github/workflows/pr-conflict.yml,.github/ISSUE_TEMPLATE/config.yml;.github/pull_request_template.md;CODE_OF_CONDUCT.md;CONTRIBUTING.md,False,3371,data\raw\repo_metadata\element_plus_element_plus_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\typescript_candidates_filtered.csv,198,TypeScript,"{""HTML"":809,""JavaScript"":18646,""Shell"":4094,""TypeScript"":1151094,""Vue"":811059}",1151094,1985702,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,566
HumanSignal/label-studio,TypeScript,0.33613919941590953,2918,701,True,False,True,True,False,language_threshold_failed,False,,,192640529,MDEwOlJlcG9zaXRvcnkxOTI2NDA1Mjk=,label-studio,HumanSignal/label-studio,https://github.com/HumanSignal/label-studio,Label Studio is a multi-type data labeling and annotation tool with standardized output format,TypeScript,27163,27163,3506,871,False,False,True,False,2019-06-19T02:00:44Z,2026-04-28T16:51:06Z,2026-04-28T00:24:24Z,develop,HumanSignal,Organization,Apache-2.0,data\raw\candidate_repos\typescript_candidates_raw.json,202,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,label_studio/core/feature_flags/tests;label_studio/core/feature_flags/tests/test_base.py;label_studio/core/tests;label_studio/core/tests/__init__.py;label_studio/core/tests/test_db_utils.py;label_studio/core/tests/test_migration_helpers.py;label_studio/core/tests/test_models.py;label_studio/core/tests/test_redis.py;label_studio/data_export/tests;label_studio/data_export/tests/__init__.py,.github/workflows/algolia-crawler-hs-docs.yml;.github/workflows/algolia-crawler-ls-docs.yml;.github/workflows/apply-linters.yml;.github/workflows/bandit.yml;.github/workflows/biome.yml;.github/workflows/build_pypi.yml;.github/workflows/build_pypi_nightly.yml;.github/workflows/bump-helm-chart.yml;.github/workflows/cancel_cicd_pipeline.yml;.github/workflows/cicd_pipeline.yml,.github/ISSUE_TEMPLATE/bug_report.md;.github/ISSUE_TEMPLATE/config.yml;.github/ISSUE_TEMPLATE/content_creator_program.md;.github/ISSUE_TEMPLATE/custom.md;.github/ISSUE_TEMPLATE/feature_request.md;.github/pull_request_template.md;CODE_OF_CONDUCT.md;CONTRIBUTING.md;docs/CONTRIBUTING.md;docs/source/guide/security.md,False,6223,data\raw\repo_metadata\humansignal_label_studio_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\typescript_candidates_filtered.csv,199,TypeScript,"{""CSS"":1242768,""Dockerfile"":6323,""HTML"":260072,""JavaScript"":3817394,""Makefile"":3713,""Python"":3285812,""Shell"":18227,""TypeScript"":4371895}",4371895,13006204,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,567
invoke-ai/InvokeAI,TypeScript,0.5282043210309564,9648,1066,True,False,True,True,False,language_threshold_failed,False,,,525592995,R_kgDOH1Ppow,InvokeAI,invoke-ai/InvokeAI,https://github.com/invoke-ai/InvokeAI,"Invoke is a leading creative engine for Stable Diffusion models, empowering professionals, artists, and enthusiasts to generate and create visual media using the latest AI-driven technologies. The solution offers an industry leading WebUI, and serves as the foundation for multiple commercial products.",TypeScript,27068,27068,2810,402,False,False,True,False,2022-08-17T01:04:27Z,2026-04-28T16:32:15Z,2026-04-27T21:35:23Z,main,invoke-ai,Organization,Apache-2.0,data\raw\candidate_repos\typescript_candidates_raw.json,203,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,invokeai/frontend/web/src/app/store/middleware/listenerMiddleware/listeners/modelSelected.test.ts;invokeai/frontend/web/src/common/hooks/focus.test.ts;invokeai/frontend/web/src/common/util/SyncableMap/SyncableMap.test.ts;invokeai/frontend/web/src/common/util/arrayUtils.test.ts;invokeai/frontend/web/src/common/util/promptAST.test.ts;invokeai/frontend/web/src/common/util/promptAttention.test.ts;invokeai/frontend/web/src/common/util/result.test.ts;invokeai/frontend/web/src/features/controlLayers/components/StagingArea/shared.test.ts;invokeai/frontend/web/src/features/controlLayers/components/StagingArea/state.test.ts;invokeai/frontend/web/src/features/controlLayers/konva/util.test.ts,.github/workflows/build-container.yml;.github/workflows/build-wheel.yml;.github/workflows/clean-caches.yml;.github/workflows/close-inactive-issues.yml;.github/workflows/deploy-docs.yml;.github/workflows/frontend-checks.yml;.github/workflows/frontend-tests.yml;.github/workflows/label-pr.yml;.github/workflows/lfs-checks.yml;.github/workflows/python-checks.yml,.github/ISSUE_TEMPLATE/BUG_REPORT.yml;.github/ISSUE_TEMPLATE/FEATURE_REQUEST.yml;.github/ISSUE_TEMPLATE/config.yml;.github/pull_request_template.md;SECURITY.md;docs-old/CODE_OF_CONDUCT.md,False,4056,data\raw\repo_metadata\invoke_ai_invokeai_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\typescript_candidates_filtered.csv,200,TypeScript,"{""CSS"":5250,""Dockerfile"":3710,""HTML"":691,""JavaScript"":10302,""Jupyter Notebook"":3143,""Makefile"":3285,""Nix"":2792,""Python"":6168318,""Shell"":10230,""TypeScript"":6949926}",6949926,13157647,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,568
recharts/recharts,TypeScript,0.985370671980034,1900,692,True,True,True,True,True,,False,,,40345658,MDEwOlJlcG9zaXRvcnk0MDM0NTY1OA==,recharts,recharts/recharts,https://github.com/recharts/recharts,Redefined chart library built with React and D3,TypeScript,27061,27061,1910,449,False,False,True,False,2015-08-07T06:50:27Z,2026-04-28T16:00:46Z,2026-04-28T15:46:57Z,main,recharts,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,204,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,omnidoc/confusing-defaults.spec.ts;omnidoc/cross-component-prop-comments.spec.ts;omnidoc/generateApiDoc.spec.ts;omnidoc/isReactComponent.spec.ts;omnidoc/omnidoc.spec.ts;omnidoc/parseJSDocLinkTag.spec.ts;omnidoc/processType.spec.ts;omnidoc/readApiDoc.spec.ts;omnidoc/readExamples.spec.ts;omnidoc/readProject.spec.ts,.github/workflows/ci.yml;.github/workflows/copilot-setup-steps.yml;.github/workflows/deploy-website.yml;.github/workflows/npm-publish.yml;.github/workflows/sync-playwright-versions.yml;.github/workflows/update-vr-snapshots.yml,.github/ISSUE_TEMPLATE/feature_request.md;.github/ISSUE_TEMPLATE/report-a-bug.md;.github/pull_request_template.md;CONTRIBUTING.md;www/SECURITY.md,False,2595,data\raw\repo_metadata\recharts_recharts_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\typescript_candidates_filtered.csv,201,TypeScript,"{""CSS"":31077,""Dockerfile"":934,""HTML"":5498,""JavaScript"":28811,""MDX"":26487,""Shell"":1848,""TypeScript"":6375567}",6375567,6470222,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,569
angular/angular-cli,TypeScript,0.9595783603991391,3276,1489,True,True,True,True,True,,False,,,36891867,MDEwOlJlcG9zaXRvcnkzNjg5MTg2Nw==,angular-cli,angular/angular-cli,https://github.com/angular/angular-cli,CLI tool for Angular,TypeScript,27039,27039,11872,298,False,False,True,False,2015-06-04T19:49:37Z,2026-04-28T17:53:11Z,2026-04-28T17:53:05Z,main,angular,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,205,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,modules/testing/builder/projects/hello-world-app/src/app/app.component.spec.ts;modules/testing/builder/projects/hello-world-app/src/tsconfig.spec.json;modules/testing/builder/projects/hello-world-lib/projects/lib/src/lib/lib.component.spec.ts;modules/testing/builder/projects/hello-world-lib/projects/lib/src/lib/lib.service.spec.ts;modules/testing/builder/projects/hello-world-lib/projects/lib/tsconfig.spec.json;packages/angular/build/src/builders/application/tests;packages/angular/build/src/builders/application/tests/behavior;packages/angular/build/src/builders/application/tests/behavior/angular-aot-metadata_spec.ts;packages/angular/build/src/builders/application/tests/behavior/browser-support_spec.ts;packages/angular/build/src/builders/application/tests/behavior/build-conditions_spec.ts,.github/workflows/assistant-to-the-branch-manager.yml;.github/workflows/ci.yml;.github/workflows/codeql.yml;.github/workflows/dev-infra.yml;.github/workflows/perf.yml;.github/workflows/pr.yml;.github/workflows/scorecard.yml,.github/ISSUE_TEMPLATE/1-bug-report.yml;.github/ISSUE_TEMPLATE/2-feature-request.yml;.github/ISSUE_TEMPLATE/config.yml;.github/PULL_REQUEST_TEMPLATE.md;CODE_OF_CONDUCT.md;CONTRIBUTING.md;SECURITY.md,False,2516,data\raw\repo_metadata\angular_angular_cli_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\typescript_candidates_filtered.csv,202,TypeScript,"{""CSS"":240,""EJS"":12375,""HTML"":51556,""JavaScript"":62964,""Shell"":3208,""Starlark"":115914,""TypeScript"":5885286,""jq"":1657}",5885286,6133200,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,570
fingerprintjs/fingerprintjs,TypeScript,0.9869221614068595,87,25,True,True,True,True,True,,False,,,30638861,MDEwOlJlcG9zaXRvcnkzMDYzODg2MQ==,fingerprintjs,fingerprintjs/fingerprintjs,https://github.com/fingerprintjs/fingerprintjs,The most advanced free and open-source browser fingerprinting library,TypeScript,27010,27010,2518,14,False,False,True,False,2015-02-11T08:49:54Z,2026-04-28T11:05:16Z,2026-04-14T08:12:18Z,master,fingerprintjs,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,206,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,src/agent.test.ts;src/confidence.test.ts;src/sources/apple_pay.test.ts;src/sources/architecture.test.ts;src/sources/audio.test.ts;src/sources/audio_base_latency.test.ts;src/sources/canvas.test.ts;src/sources/color_depth.test.ts;src/sources/color_gamut.test.ts;src/sources/contrast.test.ts,.github/workflows/check_upcoming_browser_versions.yml;.github/workflows/codeql_analysis.yml;.github/workflows/demo.yml;.github/workflows/npm_publish.yml;.github/workflows/test.yml,.github/ISSUE_TEMPLATE/fingerprint_changes.md;.github/ISSUE_TEMPLATE/other_bug.md;.github/ISSUE_TEMPLATE/pull_request.md;code_of_conduct.md;contributing.md,False,169,data\raw\repo_metadata\fingerprintjs_fingerprintjs_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\typescript_candidates_filtered.csv,203,TypeScript,"{""HTML"":3725,""TypeScript"":281108}",281108,284833,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,571
srbhr/Resume-Matcher,TypeScript,0.60016835384727,441,128,True,False,True,True,False,language_threshold_failed,False,,,253975496,MDEwOlJlcG9zaXRvcnkyNTM5NzU0OTY=,Resume-Matcher,srbhr/Resume-Matcher,https://github.com/srbhr/Resume-Matcher,"Improve your resumes with Resume Matcher. Get insights, keyword suggestions and tune your resumes to job descriptions. ",TypeScript,26853,26853,4810,44,False,False,True,False,2020-04-08T03:26:49Z,2026-04-28T16:02:25Z,2026-04-24T16:09:41Z,main,srbhr,User,Apache-2.0,data\raw\candidate_repos\typescript_candidates_raw.json,207,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,apps/backend/tests;apps/backend/tests/__init__.py;apps/backend/tests/conftest.py;apps/backend/tests/integration;apps/backend/tests/integration/__init__.py;apps/backend/tests/integration/test_config_api.py;apps/backend/tests/integration/test_health_api.py;apps/backend/tests/integration/test_jobs_api.py;apps/backend/tests/integration/test_regenerate_endpoints.py;apps/backend/tests/integration/test_resume_api.py,.github/workflows/docker-publish.yml,.github/CODE_OF_CONDUCT.md;.github/CONTRIBUTING.md;.github/ISSUE_TEMPLATE/bug_report.yml;.github/ISSUE_TEMPLATE/config.yml;.github/ISSUE_TEMPLATE/custom.yml;.github/ISSUE_TEMPLATE/feature_request.yml;.github/PULL_REQUEST_TEMPLATE.md;.github/SECURITY.md,False,369,data\raw\repo_metadata\srbhr_resume_matcher_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\typescript_candidates_filtered.csv,204,TypeScript,"{""CSS"":22815,""Dockerfile"":3488,""JavaScript"":938,""Python"":421861,""Shell"":8313,""TypeScript"":686604}",686604,1144019,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,572
SigNoz/signoz,TypeScript,0.5194315523591206,2591,1501,True,False,True,True,False,language_threshold_failed,False,,,326404870,MDEwOlJlcG9zaXRvcnkzMjY0MDQ4NzA=,signoz,SigNoz/signoz,https://github.com/SigNoz/signoz,"SigNoz is an open-source observability platform native to OpenTelemetry with logs, traces and metrics in a single application. An open-source alternative to DataDog, NewRelic, etc. 🔥 🖥.   👉  Open source Application Performance Monitoring (APM) & Observability tool",TypeScript,26709,26709,2134,1524,False,False,True,False,2021-01-03T12:44:36Z,2026-04-28T18:52:20Z,2026-04-28T19:06:01Z,main,SigNoz,Organization,NOASSERTION,data\raw\candidate_repos\typescript_candidates_raw.json,208,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,docs/contributing/tests;docs/contributing/tests/e2e.md;docs/contributing/tests/integration.md;frontend/src/AppRoutes/__tests__;frontend/src/AppRoutes/__tests__/Private.test.tsx;frontend/src/api/browser/localstorage/__tests__;frontend/src/api/browser/localstorage/__tests__/get.test.ts;frontend/src/api/browser/sessionstorage/__tests__;frontend/src/api/browser/sessionstorage/__tests__/get.test.ts;frontend/src/api/dynamicVariables/__tests__,.github/workflows/build-community.yaml;.github/workflows/build-enterprise.yaml;.github/workflows/build-staging.yaml;.github/workflows/commitci.yaml;.github/workflows/docs.yml;.github/workflows/e2eci.yaml;.github/workflows/goci.yaml;.github/workflows/gor-histogramquantile.yaml;.github/workflows/gor-signoz-community.yaml;.github/workflows/gor-signoz.yaml,.github/ISSUE_TEMPLATE/bug_report.md;.github/ISSUE_TEMPLATE/feature_request.md;.github/ISSUE_TEMPLATE/performance-issue-report.md;.github/ISSUE_TEMPLATE/request_dashboard.md;.github/pull_request_template.md;CODE_OF_CONDUCT.md;CONTRIBUTING.md;SECURITY.md,False,9031,data\raw\repo_metadata\signoz_signoz_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\typescript_candidates_filtered.csv,205,TypeScript,"{""ANTLR"":13294,""Dockerfile"":745,""Go"":8930168,""Go Template"":9738,""HTML"":5058,""JavaScript"":32886,""Makefile"":11308,""Python"":893802,""SCSS"":1004466,""Shell"":41389,""TypeScript"":11827792}",11827792,22770646,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,573
discordjs/discord.js,TypeScript,0.6108392828565303,761,347,True,False,True,True,False,language_threshold_failed,False,,,40484398,MDEwOlJlcG9zaXRvcnk0MDQ4NDM5OA==,discord.js,discordjs/discord.js,https://github.com/discordjs/discord.js,A powerful JavaScript library for interacting with the Discord API,TypeScript,26682,26682,4078,150,False,False,True,False,2015-08-10T13:36:26Z,2026-04-28T14:06:24Z,2026-04-24T17:11:21Z,main,discordjs,Organization,Apache-2.0,data\raw\candidate_repos\typescript_candidates_raw.json,209,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,packages/actions/__tests__;packages/actions/__tests__/formatTag.test.ts;packages/actions/tsconfig.test.json;packages/brokers/__tests__;packages/brokers/__tests__/index.test.ts;packages/brokers/tsconfig.test.json;packages/builders/__tests__;packages/builders/__tests__/components;packages/builders/__tests__/components/actionRow.test.ts;packages/builders/__tests__/components/button.test.ts,.github/workflows/cleanup-cache.yml;.github/workflows/deploy-website.yml;.github/workflows/deprecate-version.yml;.github/workflows/documentation.yml;.github/workflows/issue-triage.yml;.github/workflows/label-sync.yml;.github/workflows/lock.yml;.github/workflows/pr-triage.yml;.github/workflows/publish-dev-docker.yml;.github/workflows/publish-dev.yml,.github/CODE_OF_CONDUCT.md;.github/CONTRIBUTING.md;.github/ISSUE_TEMPLATE/01-package_bug_report.yml;.github/ISSUE_TEMPLATE/02-application_bug_report.yml;.github/ISSUE_TEMPLATE/03-proxy_container_bug_report.yml;.github/ISSUE_TEMPLATE/04-feature_request.yml;.github/ISSUE_TEMPLATE/05-guide.yml;.github/ISSUE_TEMPLATE/config.yml;.github/SUPPORT.md;apps/guide/CONTRIBUTING.md,False,2096,data\raw\repo_metadata\discordjs_discord_js_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\typescript_candidates_filtered.csv,206,TypeScript,"{""CSS"":7577,""Dockerfile"":803,""Handlebars"":2816,""JavaScript"":1324757,""Lua"":287,""MDX"":468106,""TypeScript"":2832160}",2832160,4636506,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,574
